,date,code,country,aqi,status
570,2023-07-05 02:00:00,KWT,Kuwait,155,unhealty
571,2023-07-05 02:00:00,SVN,Slovenia,13,good
572,2023-07-05 02:00:00,NLD,Netherlands,35,good
573,2023-07-05 02:00:00,AND,Andorra,33,good
574,2023-07-05 02:00:00,JPN,Japan,38,good
575,2023-07-05 02:00:00,LKA,Sri Lanka,38,good
576,2023-07-05 02:00:00,,South Korea,24,good
577,2023-07-05 02:00:00,BIH,Bosnia and Herzegovina,14,good
578,2023-07-05 02:00:00,BGD,Bangladesh,68,moderate
579,2023-07-05 02:00:00,JOR,Jordan,21,good
580,2023-07-05 02:00:00,KAZ,Kazakhstan,59,moderate
581,2023-07-05 02:00:00,MLT,Malta,50,good
582,2023-07-05 02:00:00,NCL,New Caledonia,44,good
583,2023-07-05 02:00:00,EST,Estonia,27,good
584,2023-07-05 02:00:00,PAK,Pakistan,76,moderate
585,2023-07-05 02:00:00,CYP,Cyprus,63,moderate
586,2023-07-05 02:00:00,GRC,Greece,74,moderate
587,2023-07-05 02:00:00,GIB,Gibraltar,15,good
588,2023-07-05 02:00:00,NOR,Norway,13,good
589,2023-07-05 02:00:00,KGZ,Kyrgyzstan,3,good
590,2023-07-05 02:00:00,FIN,Finland,31,good
591,2023-07-05 03:00:00,CHE,Switzerland,9,good
592,2023-07-05 03:00:00,JOR,Jordan,21,good
593,2023-07-05 03:00:00,BGD,Bangladesh,61,moderate
594,2023-07-05 03:00:00,CYP,Cyprus,61,moderate
595,2023-07-05 03:00:00,TUR,Turkey,35,good
596,2023-07-05 03:00:00,GEO,Georgia,47,good
597,2023-07-05 03:00:00,ROU,Romania,19,good
598,2023-07-05 03:00:00,THA,Thailand,21,good
599,2023-07-05 03:00:00,PAK,Pakistan,74,moderate
600,2023-07-05 03:00:00,LKA,Sri Lanka,34,good
601,2023-07-05 03:00:00,,Vietnam,19,good
602,2023-07-05 03:00:00,EST,Estonia,25,good
603,2023-07-05 03:00:00,LTU,Lithuania,32,good
604,2023-07-05 03:00:00,FIN,Finland,28,good
605,2023-07-05 03:00:00,IDN,Indonesia,181,unhealty
606,2023-07-05 03:00:00,KAZ,Kazakhstan,55,moderate
607,2023-07-05 03:00:00,NZL,New Zealand,34,good
608,2023-07-05 03:00:00,KGZ,Kyrgyzstan,3,good
609,2023-07-05 03:00:00,,Laos,13,good
610,2023-07-05 03:00:00,MNG,Mongolia,18,good
611,2023-07-05 04:00:00,IDN,Indonesia,171,unhealty
612,2023-07-05 04:00:00,,Taiwan,17,good
613,2023-07-05 04:00:00,NZL,New Zealand,30,good
614,2023-07-05 04:00:00,KAZ,Kazakhstan,42,good
615,2023-07-05 04:00:00,AUS,Australia,4,good
616,2023-07-05 04:00:00,MAC,Macao,34,good
617,2023-07-05 04:00:00,NCL,New Caledonia,23,good
618,2023-07-05 04:00:00,,Laos,13,good
619,2023-07-05 04:00:00,MYS,Malaysia,55,moderate
620,2023-07-05 04:00:00,HKG,Hong Kong,25,good
621,2023-07-05 04:00:00,,Vietnam,18,good
622,2023-07-05 04:00:00,SGP,Singapore,17,good
623,2023-07-05 04:00:00,BGD,Bangladesh,87,moderate
624,2023-07-05 04:00:00,MNG,Mongolia,17,good
625,2023-07-05 04:00:00,KGZ,Kyrgyzstan,6,good
626,2023-07-05 04:00:00,THA,Thailand,17,good
627,2023-07-05 04:00:00,LKA,Sri Lanka,53,moderate
628,2023-07-05 04:00:00,PAK,Pakistan,70,moderate
629,2023-07-05 05:00:00,AUS,Australia,4,good
630,2023-07-05 05:00:00,JPN,Japan,38,good
631,2023-07-05 05:00:00,,Taiwan,13,good
632,2023-07-05 05:00:00,LKA,Sri Lanka,42,good
633,2023-07-05 05:00:00,,South Korea,38,good
634,2023-07-05 05:00:00,THA,Thailand,13,good
635,2023-07-05 05:00:00,MNG,Mongolia,18,good
636,2023-07-05 05:00:00,HKG,Hong Kong,26,good
637,2023-07-05 05:00:00,MAC,Macao,34,good
638,2023-07-05 05:00:00,KAZ,Kazakhstan,38,good
639,2023-07-05 05:00:00,IDN,Indonesia,168,unhealty
640,2023-07-05 05:00:00,BGD,Bangladesh,99,moderate
641,2023-07-05 05:00:00,MYS,Malaysia,54,moderate
642,2023-07-05 05:00:00,SGP,Singapore,21,good
643,2023-07-05 05:00:00,KGZ,Kyrgyzstan,8,good
644,2023-07-05 05:00:00,PAK,Pakistan,59,moderate
645,2023-07-05 05:00:00,,Laos,13,good
646,2023-07-05 05:00:00,,Vietnam,16,good
647,2023-07-05 06:00:00,KGZ,Kyrgyzstan,7,good
648,2023-07-05 06:00:00,,South Korea,46,good
649,2023-07-05 06:00:00,KAZ,Kazakhstan,38,good
650,2023-07-05 06:00:00,,Laos,25,good
651,2023-07-05 06:00:00,JPN,Japan,30,good
652,2023-07-05 06:00:00,THA,Thailand,18,good
653,2023-07-05 06:00:00,SGP,Singapore,21,good
654,2023-07-05 06:00:00,,Taiwan,14,good
655,2023-07-05 06:00:00,BGD,Bangladesh,53,moderate
656,2023-07-05 06:00:00,HKG,Hong Kong,13,good
657,2023-07-05 06:00:00,AUS,Australia,5,good
658,2023-07-05 06:00:00,MNG,Mongolia,18,good
659,2023-07-05 06:00:00,IDN,Indonesia,173,unhealty
660,2023-07-05 07:00:00,SGP,Singapore,30,good
661,2023-07-05 07:00:00,NZL,New Zealand,34,good
662,2023-07-05 07:00:00,,Laos,17,good
663,2023-07-05 07:00:00,HKG,Hong Kong,30,good
664,2023-07-05 07:00:00,IDN,Indonesia,165,unhealty
665,2023-07-05 07:00:00,,South Korea,43,good
666,2023-07-05 07:00:00,MNG,Mongolia,18,good
667,2023-07-05 07:00:00,,Vietnam,26,good
668,2023-07-05 07:00:00,JPN,Japan,18,good
669,2023-07-05 07:00:00,THA,Thailand,17,good
670,2023-07-05 07:00:00,MYS,Malaysia,53,moderate
671,2023-07-05 07:00:00,MAC,Macao,25,good
672,2023-07-05 07:00:00,AUS,Australia,5,good
673,2023-07-05 07:00:00,,Taiwan,17,good
674,2023-07-05 08:00:00,SGP,Singapore,17,good
675,2023-07-05 08:00:00,JPN,Japan,30,good
676,2023-07-05 08:00:00,NCL,New Caledonia,21,good
677,2023-07-05 08:00:00,AUS,Australia,4,good
678,2023-07-05 08:00:00,,South Korea,41,good
679,2023-07-05 08:00:00,HKG,Hong Kong,28,good
680,2023-07-05 09:00:00,JPN,Japan,27,good
681,2023-07-05 09:00:00,,South Korea,41,good
682,2023-07-05 10:00:00,NCL,New Caledonia,22,good
683,2023-07-05 11:00:00,NZL,New Zealand,38,good
684,2023-07-05 11:00:00,NCL,New Caledonia,22,good
685,,KHM,Cambodia,-,unavailable
686,,PHL,Philippines,-,unavailable
